method,horizon,forecast_quarter,target_quarter,train_start,train_end,actual,forecast,forecast_error,squared_error,absolute_error,selected_variables,lambda,forecast_quarter_yq,target_quarter_yq,forecast_quarter_date,target_quarter_date,benchmark_squared_error,loss_difference_vs_benchmark,cumulative_loss_difference_vs_benchmark
Threshold ridge,1,2008 Q3,2008 Q4,1988 Q3,2008 Q2,-2.2133412739485436,0.5281079306464717,-2.7414492045950154,7.515543741374643,2.7414492045950154,14,1.943446156038607,2008 Q3,2008 Q4,2008-07-01,2008-10-01,6.515500209282223,1.0000435320924197,1.664248286024562
Threshold ridge,1,2008 Q4,2009 Q1,1988 Q4,2008 Q3,-1.1413631359902254,-1.2339456681522338,0.0925825321620084,0.00857152526152932,0.0925825321620084,21,2.02262369736801,2008 Q4,2009 Q1,2008-10-01,2009-01-01,0.8061338086757067,-0.7975622834141775,0.8666860026103845
Threshold ridge,1,2009 Q1,2009 Q2,1989 Q1,2008 Q4,-0.178810721762801,-0.21869974765642364,0.03988902589362264,0.00159113438674209,0.03988902589362264,17,2.1289866230495935,2009 Q1,2009 Q2,2009-01-01,2009-04-01,1.8256313461775848,-1.8240402117908427,-0.9573542091804582
Threshold ridge,1,2009 Q2,2009 Q3,1989 Q2,2009 Q1,0.3505771547139602,0.20464241280121304,0.1459347419127472,0.02129694889714013,0.1459347419127472,17,2.2975116077523894,2009 Q2,2009 Q3,2009-04-01,2009-07-01,0.9999651626576904,-0.9786682137605502,-1.9360224229410086
Threshold ridge,1,2009 Q3,2009 Q4,1989 Q3,2009 Q2,1.0751135379244658,0.4066395300556823,0.6684740078687835,0.4468574991961545,0.6684740078687835,18,3.031184926139414,2009 Q3,2009 Q4,2009-07-01,2009-10-01,0.9196532832866808,-0.47279578409052636,-2.4088182070315347
Threshold ridge,1,2009 Q4,2010 Q1,1989 Q4,2009 Q3,0.483331022067901,0.7848920155420188,-0.3015609934741178,0.09093903278509692,0.3015609934741178,16,3.371136161935085,2009 Q4,2010 Q1,2009-10-01,2010-01-01,0.11525728116356691,-0.024318248378469992,-2.433136455410005
Threshold ridge,1,2010 Q1,2010 Q2,1990 Q1,2009 Q4,0.9629349822608546,0.7444333173023054,0.21850166495854917,0.04774297758965807,0.21850166495854917,19,3.659172967077911,2010 Q1,2010 Q2,2010-01-01,2010-04-01,0.06837269994289381,-0.020629722353235742,-2.4537661777632405
Threshold ridge,1,2010 Q2,2010 Q3,1990 Q2,2010 Q1,0.7681272705003295,0.82562919689969,-0.05750192639936058,0.00330647153963748,0.05750192639936058,18,3.212117035108939,2010 Q2,2010 Q3,2010-04-01,2010-07-01,1.0413356954573508e-4,0.003202337970091745,-2.4505638397931486
Threshold ridge,1,2010 Q3,2010 Q4,1990 Q3,2010 Q2,0.523736364445071,0.5939276021146251,-0.07019123766955415,0.00492680984558383,0.07019123766955415,17,2.120351016927198,2010 Q3,2010 Q4,2010-07-01,2010-10-01,0.01914589012218131,-0.01421908027659748,-2.464782920069746
Threshold ridge,1,2010 Q4,2011 Q1,1990 Q4,2010 Q3,-0.23748667360496967,0.8016269803040056,-1.0391136539089754,1.079757185740062,1.0391136539089754,17,1.9199296256890337,2010 Q4,2011 Q1,2010-10-01,2011-01-01,0.6436374085868849,0.4361197771531772,-2.028663142916569
Threshold ridge,1,2011 Q1,2011 Q2,1991 Q1,2010 Q4,0.6743037468666557,0.7031362831073116,-0.02883253624065585,8.313151460687329e-4,0.02883253624065585,16,1.948499468799812,2011 Q1,2011 Q2,2011-01-01,2011-04-01,0.22113574906690375,-0.220304433920835,-2.248967576837404
Threshold ridge,1,2011 Q2,2011 Q3,1991 Q2,2011 Q1,-0.0223152255784953,0.6989387927403823,-0.7212540183188776,0.5202073589411278,0.7212540183188776,15,2.0038463407175393,2011 Q2,2011 Q3,2011-04-01,2011-07-01,0.5483141650010498,-0.028106806059921996,-2.277074382897326
Threshold ridge,1,2011 Q3,2011 Q4,1991 Q3,2011 Q2,1.1167896811464573,0.6096516924272612,0.507137988719196,0.2571889396021514,0.507137988719196,16,4.556065017661554,2011 Q3,2011 Q4,2011-07-01,2011-10-01,0.30253225372506554,-0.04534331412291415,-2.3224176970202404
Threshold ridge,1,2011 Q4,2012 Q1,1991 Q4,2011 Q3,0.8350941818790147,0.8207166192915744,0.01437756258744038,2.0671430595576543e-4,0.01437756258744038,18,12.701558578180109,2011 Q4,2012 Q1,2011-10-01,2012-01-01,2.784295819462502e-5,1.788713477611404e-4,-2.3222388256724793
Threshold ridge,1,2012 Q1,2012 Q2,1992 Q1,2011 Q4,0.4453416266322563,0.7094262647560681,-0.2640846381238118,0.06974069609298462,0.2640846381238118,16,2.2124903769628648,2012 Q1,2012 Q2,2012-01-01,2012-04-01,0.05719949032628204,0.012541205766702583,-2.3096976199057764
Threshold ridge,1,2012 Q2,2012 Q3,1992 Q2,2012 Q1,0.14392437648620415,0.6113254018793395,-0.4674010253931353,0.2184637185385543,0.4674010253931353,16,2.2140782786243673,2012 Q2,2012 Q3,2012-04-01,2012-07-01,0.08785704488064057,0.13060667365791373,-2.1790909462478627
Threshold ridge,1,2012 Q3,2012 Q4,1992 Q3,2012 Q2,0.11557374157504796,0.5830408483496521,-0.4674671067746041,0.21852549591621911,0.4674671067746041,17,2.2130614941931475,2012 Q3,2012 Q4,2012-07-01,2012-10-01,0.09401124405296764,0.12451425186325148,-2.0545766943846115
Threshold ridge,1,2012 Q4,2013 Q1,1992 Q4,2012 Q3,0.9817259265515688,0.5607122291288417,0.4210136974227271,0.1772525334175556,0.4210136974227271,15,5.573187701637543,2012 Q4,2013 Q1,2012-10-01,2013-01-01,0.20778737269289163,-0.03053483927533604,-2.0851115336599473
Threshold ridge,1,2013 Q1,2013 Q2,1993 Q1,2012 Q4,0.26727882651371715,0.4818335239675709,-0.2145546974538537,0.04603371819951469,0.2145546974538537,17,2.333501087600669,2013 Q1,2013 Q2,2013-01-01,2013-04-01,0.03090845844340353,0.015125259756111162,-2.069986273903836
Threshold ridge,1,2013 Q2,2013 Q3,1993 Q2,2013 Q1,0.8477896552497199,0.6689681406663986,0.1788215145833213,0.03197713407787299,0.1788215145833213,16,2.317764117889923,2013 Q2,2013 Q3,2013-04-01,2013-07-01,0.05517680541854252,-0.023199671340669532,-2.093185945244506
Threshold ridge,1,2013 Q3,2013 Q4,1993 Q3,2013 Q2,0.8679640238263175,0.7015764954485184,0.16638752837779913,0.02768480959967291,0.16638752837779913,16,2.3152313073928052,2013 Q3,2013 Q4,2013-07-01,2013-10-01,0.08283300846693481,-0.0551481988672619,-2.1483341441117676
Threshold ridge,1,2013 Q4,2014 Q1,1993 Q4,2013 Q3,-0.34569281496601434,0.5984527934913848,-0.9441456084573993,0.8914109299693924,0.9441456084573993,16,2.3755653159523784,2013 Q4,2014 Q1,2013-10-01,2014-01-01,0.7358625825932555,0.15554834737613688,-1.9927857967356308
Threshold ridge,1,2014 Q1,2014 Q2,1994 Q1,2013 Q4,1.283569022914932,0.723550357647613,0.5600186652673189,0.31362090544778937,0.5600186652673189,18,2.4144329362702117,2014 Q1,2014 Q2,2014-01-01,2014-04-01,0.3866418743919271,-0.07302096894413773,-2.0658067656797683
Threshold ridge,1,2014 Q2,2014 Q3,1994 Q2,2014 Q1,1.2080648325781596,0.6646252717076166,0.5434395608705429,0.2953265563191685,0.5434395608705429,17,2.6624081456256,2014 Q2,2014 Q3,2014-04-01,2014-07-01,0.2816905417081888,0.013636014610979685,-2.0521707510687888
Threshold ridge,1,2014 Q3,2014 Q4,1994 Q3,2014 Q2,0.5044586015433339,0.6229510583780283,-0.11849245683469443,0.01404046232672192,0.11849245683469443,17,2.63655890162044,2014 Q3,2014 Q4,2014-07-01,2014-10-01,0.00449736374121739,0.00954309858550453,-2.0426276524832843
Threshold ridge,1,2014 Q4,2015 Q1,1994 Q4,2014 Q3,0.8964547876924911,0.6199490934799767,0.27650569421251436,0.0764553989319445,0.27650569421251436,18,2.641493142816885,2014 Q4,2015 Q1,2014-10-01,2015-01-01,0.16878505164887783,-0.09232965271693333,-2.1349573052002175
Threshold ridge,1,2015 Q1,2015 Q2,1995 Q1,2014 Q4,0.6174946582536478,0.7048917385579105,-0.08739708030426274,0.00763824964570975,0.08739708030426274,16,2.686643904534628,2015 Q1,2015 Q2,2015-01-01,2015-04-01,0.01950304426770897,-0.011864794621999221,-2.146822099822217
Threshold ridge,1,2015 Q2,2015 Q3,1995 Q2,2015 Q1,0.3994462115690211,0.5114135423580963,-0.11196733078907524,0.01253668316403019,0.11196733078907524,18,2.666913869770274,2015 Q2,2015 Q3,2015-04-01,2015-07-01,3.206239560097467e-4,0.012216059208020444,-2.1346060406141962
Threshold ridge,1,2015 Q3,2015 Q4,1995 Q3,2015 Q2,0.18430917271050615,0.5534391147384609,-0.3691299420279547,0.13625691410156118,0.3691299420279547,18,2.6516516945358335,2015 Q3,2015 Q4,2015-07-01,2015-10-01,0.05793496366583669,0.07832195043572449,-2.056284090178472
Threshold ridge,1,2015 Q4,2016 Q1,1995 Q4,2015 Q3,0.5778466518471248,0.6582240968075871,-0.08037744496046229,0.00646053365837214,0.08037744496046229,18,2.726395011619106,2015 Q4,2016 Q1,2015-10-01,2016-01-01,2.389158194959173e-4,0.006221617838876222,-2.0500624723395955
Threshold ridge,1,2016 Q1,2016 Q2,1996 Q1,2015 Q4,0.32060956626729364,0.5464569416735894,-0.22584737540629576,0.05100703697791228,0.22584737540629576,17,2.660941981636553,2016 Q1,2016 Q2,2016-01-01,2016-04-01,0.06073497168000197,-0.009727934702089693,-2.0597904070416853
Threshold ridge,1,2016 Q2,2016 Q3,1996 Q2,2016 Q1,0.7068859191104337,0.6067888101950794,0.1000971089153544,0.01001943121321232,0.1000971089153544,16,2.502910354510586,2016 Q2,2016 Q3,2016-04-01,2016-07-01,0.00681300424428651,0.0032064269689258094,-2.0565839800727597
Threshold ridge,1,2016 Q3,2016 Q4,1996 Q3,2016 Q2,0.5527685286210726,0.6886642737777384,-0.1358957451566658,0.01846765355168546,0.1358957451566658,16,2.496835635693363,2016 Q3,2016 Q4,2016-07-01,2016-10-01,0.01766000563484334,8.076479168421177e-4,-2.0557763321559173
Threshold ridge,1,2016 Q4,2017 Q1,1996 Q4,2016 Q3,0.48570873310360696,0.674415623340768,-0.18870689023716103,0.03561029042297994,0.18870689023716103,17,2.490116204088401,2016 Q4,2017 Q1,2016-10-01,2017-01-01,0.0072450981058855,0.02836519231709444,-2.027411139838823
Threshold ridge,1,2017 Q1,2017 Q2,1997 Q1,2016 Q4,0.5583111012978037,0.6118714436505956,-0.05356034235279194,0.00286871027294827,0.05356034235279194,17,2.523046941297974,2017 Q1,2017 Q2,2017-01-01,2017-04-01,9.453041836464414e-4,0.0019234060893018284,-2.025487733749521
Threshold ridge,1,2017 Q2,2017 Q3,1997 Q2,2017 Q1,0.785431525684821,0.6094590951196799,0.1759724305651411,0.03096629631900341,0.1759724305651411,15,2.331158794559885,2017 Q2,2017 Q3,2017-04-01,2017-07-01,0.01504860632069269,0.01591768999831072,-2.0095700437512103
Threshold ridge,1,2017 Q3,2017 Q4,1997 Q3,2017 Q2,1.1207427769393874,0.5272545361510824,0.593488240788305,0.3522282919539971,0.593488240788305,16,2.3415432458478667,2017 Q3,2017 Q4,2017-07-01,2017-10-01,0.37668580921871214,-0.024457517264715067,-2.0340275610159257
Threshold ridge,1,2017 Q4,2018 Q1,1997 Q4,2017 Q3,0.8101194549169577,0.7724429968711867,0.03767645804577102,0.00141951549087474,0.03767645804577102,16,2.3040958797549367,2017 Q4,2018 Q1,2017-10-01,2018-01-01,0.0029890630054333,-0.0015695475145585602,-2.0355971085304843
Threshold ridge,1,2018 Q1,2018 Q2,1998 Q1,2017 Q4,0.5294212303768475,0.6188397641002393,-0.08941853372339181,0.00799567417324135,0.08941853372339181,17,2.291232993843508,2018 Q1,2018 Q2,2018-01-01,2018-04-01,0.00460965790934936,0.0033860162638919894,-2.032211092266592
Threshold ridge,1,2018 Q2,2018 Q3,1998 Q2,2018 Q1,0.621760482522582,0.5626418996757548,0.05911858284682714,0.00349500683781716,0.05911858284682714,17,2.27781119767609,2018 Q2,2018 Q3,2018-04-01,2018-07-01,8.501439058101168e-5,0.0034099924472361484,-2.028801099819356
Threshold ridge,1,2018 Q3,2018 Q4,1998 Q3,2018 Q2,0.14154399831838305,0.6706834859385551,-0.529139487620172,0.2799885973589382,0.529139487620172,14,2.3178978226688174,2018 Q3,2018 Q4,2018-07-01,2018-10-01,0.19391764919335716,0.08607094816558106,-1.942730151653775
Threshold ridge,1,2018 Q4,2019 Q1,1998 Q4,2018 Q3,0.6223772907267389,0.37963857802184664,0.24273871270489225,0.0589220826456282,0.24273871270489225,15,2.3800640090539114,2018 Q4,2019 Q1,2018-10-01,2019-01-01,0.13062632460168394,-0.07170424195605574,-2.0144343936098306
Threshold ridge,1,2019 Q1,2019 Q2,1999 Q1,2018 Q4,0.8316777932895647,0.5634586638954608,0.26821912939410386,0.07194150137293102,0.26821912939410386,15,2.3951047205723524,2019 Q1,2019 Q2,2019-01-01,2019-04-01,0.16822438613442128,-0.09628288476149026,-2.110717278371321
Threshold ridge,1,2019 Q2,2019 Q3,1999 Q2,2019 Q1,1.1632102580909631,0.5459890066256875,0.6172212514652756,0.380962073260361,0.6172212514652756,15,2.39593220754414,2019 Q2,2019 Q3,2019-04-01,2019-07-01,0.4169316105158421,-0.03596953725548108,-2.146686815626802
Threshold ridge,1,2019 Q3,2019 Q4,1999 Q3,2019 Q2,0.6795635968053659,0.6011103555179723,0.07845324128739362,0.006154911068498,0.07845324128739362,15,2.4128144122838124,2019 Q3,2019 Q4,2019-07-01,2019-10-01,0.00141190353626699,0.00474300753223101,-2.1419438080945707
Post-threshold ridge,1,2005 Q2,2005 Q3,1985 Q2,2005 Q1,0.7807581701131383,0.9373074532574412,-0.15654928314430283,0.0245076780529951,0.15654928314430283,13,1.9839098255638432,2005 Q2,2005 Q3,2005-04-01,2005-07-01,0.00474387800496578,0.019763800048029318,0.019763800048029318
Post-threshold ridge,1,2005 Q3,2005 Q4,1985 Q3,2005 Q2,0.5539792372076136,0.5695262495469599,-0.0155470123393463,2.417095926797861e-4,0.0155470123393463,14,1.994334408258,2005 Q3,2005 Q4,2005-07-01,2005-10-01,0.0260935155112909,-0.025851805918611113,-0.006088005870581795
Post-threshold ridge,1,2005 Q4,2006 Q1,1985 Q4,2005 Q3,1.3364138447713003,0.31716042482911894,1.0192534199421814,1.0388775340638328,1.0192534199421814,14,1.9802257598932855,2005 Q4,2006 Q1,2005-10-01,2006-01-01,0.37911760314926873,0.6597599309145641,0.6536719250439823
Post-threshold ridge,1,2006 Q1,2006 Q2,1986 Q1,2005 Q4,0.25841857488995146,1.1435159973016624,-0.885097422411711,0.7833974471598547,0.885097422411711,17,2.008506230314024,2006 Q1,2006 Q2,2006-01-01,2006-04-01,0.6344324327417866,0.1489650144180681,0.8026369394620504
Post-threshold ridge,1,2006 Q2,2006 Q3,1986 Q2,2006 Q1,0.14984360400802643,0.6515741857616015,-0.5017305817535751,0.2517335766667809,0.5017305817535751,13,1.994447804224933,2006 Q2,2006 Q3,2006-04-01,2006-07-01,0.5483182014025342,-0.29658462473575326,0.5060523147262971
Post-threshold ridge,1,2006 Q3,2006 Q4,1986 Q3,2006 Q2,0.8557775565416037,0.509305657115558,0.3464718994260457,0.12004277709189194,0.3464718994260457,16,2.0414498580897726,2006 Q3,2006 Q4,2006-07-01,2006-10-01,0.11961920736403112,4.235697278608258e-4,0.5064758844541579
Post-threshold ridge,1,2006 Q4,2007 Q1,1986 Q4,2006 Q3,0.3003840617131104,0.7279456141286123,-0.42756155241550187,0.18280888110395396,0.42756155241550187,15,1.9882187553958168,2006 Q4,2007 Q1,2006-10-01,2007-01-01,0.2167264115983789,-0.03391753049442495,0.472558353959733
Post-threshold ridge,1,2007 Q1,2007 Q2,1987 Q1,2006 Q4,0.6098982914680917,0.6630464074481575,-0.05314811598006575,0.00282472223223052,0.05314811598006575,16,1.9482583395069208,2007 Q1,2007 Q2,2007-01-01,2007-04-01,0.00275419112676799,7.053110546253018e-5,0.4726288850651955
Post-threshold ridge,1,2007 Q2,2007 Q3,1987 Q2,2007 Q1,0.5743731109307149,0.4691017794137342,0.10527133151698063,0.01108205323935804,0.10527133151698063,15,1.9415949478829624,2007 Q2,2007 Q3,2007-04-01,2007-07-01,9.266112481082908e-5,0.01098939211454721,0.48361827717974276
Post-threshold ridge,1,2007 Q3,2007 Q4,1987 Q3,2007 Q2,0.6262715512194816,0.4527944980745125,0.17347705314496914,0.03009428796786244,0.17347705314496914,15,1.942432765013015,2007 Q3,2007 Q4,2007-07-01,2007-10-01,8.248969525287806e-5,0.030011798272609563,0.5136300754523523
Post-threshold ridge,1,2007 Q4,2008 Q1,1987 Q4,2007 Q3,-0.42767755900321447,0.29672061365970676,-0.7243981726629212,0.5247527125573793,0.7243981726629212,15,5.863128934767591,2007 Q4,2008 Q1,2007-10-01,2008-01-01,1.1087684685498955,-0.5840157559925162,-0.0703856805401639
Post-threshold ridge,1,2008 Q1,2008 Q2,1988 Q1,2007 Q4,0.5936625931315831,-0.12887481894440567,0.7225374120759888,0.5220603118494672,0.7225374120759888,14,1.983850935607614,2008 Q1,2008 Q2,2008-01-01,2008-04-01,0.09110912331670594,0.43095118853276126,0.36056550799259734
Post-threshold ridge,1,2008 Q2,2008 Q3,1988 Q2,2008 Q1,-0.5266423802783748,1.043494672457495,-1.5701370527358698,2.4653303643740836,1.5701370527358698,15,1.9489748437592505,2008 Q2,2008 Q3,2008-04-01,2008-07-01,1.3906591226459306,1.074671241728153,1.4352367497207503
Post-threshold ridge,1,2008 Q3,2008 Q4,1988 Q3,2008 Q2,-2.2133412739485436,-0.1018170011690188,-2.111524272779525,4.4585347545371015,2.111524272779525,14,1.943446156038607,2008 Q3,2008 Q4,2008-07-01,2008-10-01,6.515500209282223,-2.0569654547451215,-0.6217287050243712
Post-threshold ridge,1,2008 Q4,2009 Q1,1988 Q4,2008 Q3,-1.1413631359902254,-4.989519699946473,3.8481565639562474,14.808308940719552,3.8481565639562474,21,2.02262369736801,2008 Q4,2009 Q1,2008-10-01,2009-01-01,0.8061338086757067,14.002175132043845,13.380446427019475
Post-threshold ridge,1,2009 Q1,2009 Q2,1989 Q1,2008 Q4,-0.178810721762801,-2.2454672964418676,2.0666565746790666,4.2710693976642125,2.0666565746790666,17,2.1289866230495935,2009 Q1,2009 Q2,2009-01-01,2009-04-01,1.8256313461775848,2.4454380514866276,15.825884478506103
Post-threshold ridge,1,2009 Q2,2009 Q3,1989 Q2,2009 Q1,0.3505771547139602,-0.6372141002664955,0.9877912549804556,0.9757315634158636,0.9877912549804556,17,2.2975116077523894,2009 Q2,2009 Q3,2009-04-01,2009-07-01,0.9999651626576904,-0.024233599241826775,15.801650879264276
Post-threshold ridge,1,2009 Q3,2009 Q4,1989 Q3,2009 Q2,1.0751135379244658,-0.41969204936047194,1.4948055872849375,2.2344437437782676,1.4948055872849375,18,3.031184926139414,2009 Q3,2009 Q4,2009-07-01,2009-10-01,0.9196532832866808,1.3147904604915868,17.116441339755863
Post-threshold ridge,1,2009 Q4,2010 Q1,1989 Q4,2009 Q3,0.483331022067901,1.1055567172342886,-0.6222256951663876,0.3871648157252943,0.6222256951663876,16,3.371136161935085,2009 Q4,2010 Q1,2009-10-01,2010-01-01,0.11525728116356691,0.2719075345617274,17.38834887431759
Post-threshold ridge,1,2010 Q1,2010 Q2,1990 Q1,2009 Q4,0.9629349822608546,1.25595325123179,-0.2930182689709355,0.08585970595072352,0.2930182689709355,19,3.659172967077911,2010 Q1,2010 Q2,2010-01-01,2010-04-01,0.06837269994289381,0.01748700600782971,17.40583588032542
Post-threshold ridge,1,2010 Q2,2010 Q3,1990 Q2,2010 Q1,0.7681272705003295,1.1954784837214314,-0.4273512132211019,0.18262905944154773,0.4273512132211019,18,3.212117035108939,2010 Q2,2010 Q3,2010-04-01,2010-07-01,1.0413356954573508e-4,0.182524925872002,17.58836080619742
Post-threshold ridge,1,2010 Q3,2010 Q4,1990 Q3,2010 Q2,0.523736364445071,0.10809818013672189,0.4156381843083491,0.17275510025514118,0.4156381843083491,17,2.120351016927198,2010 Q3,2010 Q4,2010-07-01,2010-10-01,0.01914589012218131,0.15360921013295986,17.74197001633038
Post-threshold ridge,1,2010 Q4,2011 Q1,1990 Q4,2010 Q3,-0.23748667360496967,1.1882129855015129,-1.4256996591064823,2.03261951797634,1.4256996591064823,17,1.9199296256890337,2010 Q4,2011 Q1,2010-10-01,2011-01-01,0.6436374085868849,1.3889821093894552,19.130952125719837
Post-threshold ridge,1,2011 Q1,2011 Q2,1991 Q1,2010 Q4,0.6743037468666557,1.0759693763127849,-0.40166562944612894,0.16133527787835497,0.40166562944612894,16,1.948499468799812,2011 Q1,2011 Q2,2011-01-01,2011-04-01,0.22113574906690375,-0.05980047118854878,19.07115165453129
Post-threshold ridge,1,2011 Q2,2011 Q3,1991 Q2,2011 Q1,-0.0223152255784953,0.8412769285029065,-0.8635921540814018,0.7457914085909556,0.8635921540814018,15,2.0038463407175393,2011 Q2,2011 Q3,2011-04-01,2011-07-01,0.5483141650010498,0.19747724358990582,19.268628898121193
Post-threshold ridge,1,2011 Q3,2011 Q4,1991 Q3,2011 Q2,1.1167896811464573,1.2455236445156026,-0.12873396336914533,0.01657243332472845,0.12873396336914533,16,4.556065017661554,2011 Q3,2011 Q4,2011-07-01,2011-10-01,0.30253225372506554,-0.2859598204003371,18.982669077720857
Post-threshold ridge,1,2011 Q4,2012 Q1,1991 Q4,2011 Q3,0.8350941818790147,0.7501132540156229,0.08498092786339184,0.007221758100523,0.08498092786339184,18,12.701558578180109,2011 Q4,2012 Q1,2011-10-01,2012-01-01,2.784295819462502e-5,0.007193915142328374,18.989862992863184
Post-threshold ridge,1,2012 Q1,2012 Q2,1992 Q1,2011 Q4,0.4453416266322563,0.7864531237435047,-0.34111149711124844,0.11635705346147723,0.34111149711124844,16,2.2124903769628648,2012 Q1,2012 Q2,2012-01-01,2012-04-01,0.05719949032628204,0.05915756313519519,19.04902055599838
Post-threshold ridge,1,2012 Q2,2012 Q3,1992 Q2,2012 Q1,0.14392437648620415,0.5910531905405585,-0.44712881405435434,0.1999241763576534,0.44712881405435434,16,2.2140782786243673,2012 Q2,2012 Q3,2012-04-01,2012-07-01,0.08785704488064057,0.11206713147701282,19.161087687475394
Post-threshold ridge,1,2012 Q3,2012 Q4,1992 Q3,2012 Q2,0.11557374157504796,0.555316073994204,-0.43974233241915606,0.19337331892143955,0.43974233241915606,17,2.2130614941931475,2012 Q3,2012 Q4,2012-07-01,2012-10-01,0.09401124405296764,0.09936207486847191,19.260449762343864
Post-threshold ridge,1,2012 Q4,2013 Q1,1992 Q4,2012 Q3,0.9817259265515688,0.994130795631206,-0.01240486907963733,1.5388077688294248e-4,0.01240486907963733,15,5.573187701637543,2012 Q4,2013 Q1,2012-10-01,2013-01-01,0.20778737269289163,-0.2076334919160087,19.052816270427854
Post-threshold ridge,1,2013 Q1,2013 Q2,1993 Q1,2012 Q4,0.26727882651371715,-0.04987332107315658,0.3171521475868737,0.10058548471896613,0.3171521475868737,17,2.333501087600669,2013 Q1,2013 Q2,2013-01-01,2013-04-01,0.03090845844340353,0.0696770262755626,19.122493296703418
Post-threshold ridge,1,2013 Q2,2013 Q3,1993 Q2,2013 Q1,0.8477896552497199,0.8305420675339235,0.01724758771579648,2.9747928201409384e-4,0.01724758771579648,16,2.317764117889923,2013 Q2,2013 Q3,2013-04-01,2013-07-01,0.05517680541854252,-0.05487932613652843,19.06761397056689
Post-threshold ridge,1,2013 Q3,2013 Q4,1993 Q3,2013 Q2,0.8679640238263175,0.7264677431681973,0.14149628065812023,0.02002119744008153,0.14149628065812023,16,2.3152313073928052,2013 Q3,2013 Q4,2013-07-01,2013-10-01,0.08283300846693481,-0.06281181102685328,19.004802159540038
Post-threshold ridge,1,2013 Q4,2014 Q1,1993 Q4,2013 Q3,-0.34569281496601434,0.6036270370124929,-0.9493198519785072,0.9012081813604949,0.9493198519785072,16,2.3755653159523784,2013 Q4,2014 Q1,2013-10-01,2014-01-01,0.7358625825932555,0.1653455987672393,19.170147758307277
Post-threshold ridge,1,2014 Q1,2014 Q2,1994 Q1,2013 Q4,1.283569022914932,1.2542679123872549,0.02930111052767703,8.585550781551458e-4,0.02930111052767703,18,2.4144329362702117,2014 Q1,2014 Q2,2014-01-01,2014-04-01,0.3866418743919271,-0.38578331931377197,18.784364438993503
Post-threshold ridge,1,2014 Q2,2014 Q3,1994 Q2,2014 Q1,1.2080648325781596,0.6220298196492976,0.586035012928862,0.3434370363785314,0.586035012928862,17,2.6624081456256,2014 Q2,2014 Q3,2014-04-01,2014-07-01,0.2816905417081888,0.0617464946703426,18.846110933663848
Post-threshold ridge,1,2014 Q3,2014 Q4,1994 Q3,2014 Q2,0.5044586015433339,0.34572488128823714,0.15873372025509674,0.02519639394602331,0.15873372025509674,17,2.63655890162044,2014 Q3,2014 Q4,2014-07-01,2014-10-01,0.00449736374121739,0.02069903020480592,18.866809963868654
Post-threshold ridge,1,2014 Q4,2015 Q1,1994 Q4,2014 Q3,0.8964547876924911,0.6257001605319388,0.2707546271605523,0.0733080681288497,0.2707546271605523,18,2.641493142816885,2014 Q4,2015 Q1,2014-10-01,2015-01-01,0.16878505164887783,-0.09547698352002813,18.771332980348625
Post-threshold ridge,1,2015 Q1,2015 Q2,1995 Q1,2014 Q4,0.6174946582536478,0.5827392218299176,0.03475543642373024,0.00120794036100395,0.03475543642373024,16,2.686643904534628,2015 Q1,2015 Q2,2015-01-01,2015-04-01,0.01950304426770897,-0.01829510390670502,18.75303787644192
Post-threshold ridge,1,2015 Q2,2015 Q3,1995 Q2,2015 Q1,0.3994462115690211,0.165876986724229,0.23356922484479212,0.05455458279459705,0.23356922484479212,18,2.666913869770274,2015 Q2,2015 Q3,2015-04-01,2015-07-01,3.206239560097467e-4,0.0542339588385873,18.807271835280506
Post-threshold ridge,1,2015 Q3,2015 Q4,1995 Q3,2015 Q2,0.18430917271050615,0.2714636466363452,-0.08715447392583905,0.00759590232528975,0.08715447392583905,18,2.6516516945358335,2015 Q3,2015 Q4,2015-07-01,2015-10-01,0.05793496366583669,-0.05033906134054694,18.75693277393996
Post-threshold ridge,1,2015 Q4,2016 Q1,1995 Q4,2015 Q3,0.5778466518471248,1.130260770012983,-0.5524141181658582,0.3051613579489627,0.5524141181658582,18,2.726395011619106,2015 Q4,2016 Q1,2015-10-01,2016-01-01,2.389158194959173e-4,0.3049224421294668,19.061855216069425
Post-threshold ridge,1,2016 Q1,2016 Q2,1996 Q1,2015 Q4,0.32060956626729364,0.2974086846402436,0.02320088162705003,5.382809082723877e-4,0.02320088162705003,17,2.660941981636553,2016 Q1,2016 Q2,2016-01-01,2016-04-01,0.06073497168000197,-0.06019669077172958,19.001658525297696
Post-threshold ridge,1,2016 Q2,2016 Q3,1996 Q2,2016 Q1,0.7068859191104337,0.579843332235807,0.12704258687462677,0.01613981887979709,0.12704258687462677,16,2.502910354510586,2016 Q2,2016 Q3,2016-04-01,2016-07-01,0.00681300424428651,0.00932681463551058,19.010985339933207
Post-threshold ridge,1,2016 Q3,2016 Q4,1996 Q3,2016 Q2,0.5527685286210726,0.7812165200281921,-0.22844799140711947,0.05218848477794733,0.22844799140711947,16,2.496835635693363,2016 Q3,2016 Q4,2016-07-01,2016-10-01,0.01766000563484334,0.03452847914310399,19.045513819076312
Post-threshold ridge,1,2016 Q4,2017 Q1,1996 Q4,2016 Q3,0.48570873310360696,0.6739342181563642,-0.18822548505275727,0.03542883322334575,0.18822548505275727,17,2.490116204088401,2016 Q4,2017 Q1,2016-10-01,2017-01-01,0.0072450981058855,0.02818373511746025,19.07369755419377
